id,date,category,subcategory,description,amount,department,vendor,cost_center,approved_by,status,created_at
3283,2023-07-13,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,6250660.12,Flight Operations,World Fuel Services,CC-FLT-110,Chief Pilot,Approved,2023-07-13 16:20:00
3284,2023-07-13,Fuel,Into-Plane Services,Into-Plane Services - Signature Aviation,1855457.82,Flight Operations,Signature Aviation,CC-FLT-110,Chief Pilot,Paid,2023-07-13 14:45:00
3285,2023-07-13,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,7491681.92,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Paid,2023-07-13 16:20:00
3286,2023-07-13,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6022549.32,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Approved,2023-07-13 16:20:00
3287,2023-07-13,Maintenance,Line Maintenance,Line Maintenance - AAR Corp,2411022.43,Maintenance & Engineering,AAR Corp,CC-MNT-310,VP Maintenance,Approved,2023-07-13 14:45:00
3288,2023-07-13,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Pratt & Whitney Services,1745912.79,Maintenance & Engineering,Pratt & Whitney Services,CC-MNT-310,Director Engineering,Approved,2023-07-13 16:20:00
3289,2023-07-13,Airport Operations,Landing Fees,Landing Fees - Denver DEN,2540700.62,Airport Operations,Denver DEN,CC-AIR-410,VP Airports,Pending,2023-07-13 12:30:00
3290,2023-07-13,Airport Operations,Ground Handling,Ground Handling - Menzies Aviation,988050.24,Airport Operations,Menzies Aviation,CC-AIR-410,VP Airports,Approved,2023-07-13 12:30:00
3291,2023-07-13,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - AerCap,3779505.71,Fleet Management,AerCap,CC-FLT-120,VP Fleet,Paid,2023-07-13 14:45:00
3292,2023-07-13,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Travelport,1159301.1,Commercial & Marketing,Travelport,CC-COM-510,Chief Commercial Officer,Approved,2023-07-13 10:15:00
3293,2023-07-13,Sales & Distribution,Credit Card Processing,Credit Card Processing - Mastercard Merchant Services,710539.38,Commercial & Marketing,Mastercard Merchant Services,CC-COM-510,Director Revenue Mgmt,Approved,2023-07-13 12:30:00
3294,2023-07-13,In-flight Services,Catering,Catering - Gate Gourmet,1622176.49,Customer Experience,Gate Gourmet,CC-CAB-610,VP Customer Experience,Approved,2023-07-13 12:30:00
3295,2023-07-13,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Marsh Aviation,814842.16,Finance & Accounting,Marsh Aviation,CC-FIN-710,CFO,Paid,2023-07-13 12:30:00
3296,2023-07-13,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2274899.06,Finance & Accounting,Fixed Asset Register,CC-FIN-720,CFO,Approved,2023-07-13 14:45:00
3297,2023-07-13,General & Admin,IT & Communications,IT & Communications - SITA,534550.22,Corporate Services,SITA,CC-COR-810,Director Procurement,Approved,2023-07-13 16:20:00
3298,2023-07-13,General & Admin,Utilities & Facilities,Utilities & Facilities - CBRE,403257.19,Corporate Services,CBRE,CC-COR-810,Director Procurement,Approved,2023-07-13 14:45:00
3299,2023-07-14,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,3949136.98,Flight Operations,Chevron Aviation,CC-FLT-110,VP Flight Ops,Approved,2023-07-14 14:45:00
3300,2023-07-14,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,10545066.19,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Pending,2023-07-14 10:15:00
3301,2023-07-14,Fuel,Into-Plane Services,Into-Plane Services - Menzies Aviation,1976482.25,Flight Operations,Menzies Aviation,CC-FLT-110,Chief Pilot,Approved,2023-07-14 16:20:00
3302,2023-07-14,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,6758924.48,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Approved,2023-07-14 12:30:00
3303,2023-07-14,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6043118.1,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Paid,2023-07-14 12:30:00
3304,2023-07-14,Maintenance,Line Maintenance,Line Maintenance - Delta TechOps,2520359.28,Maintenance & Engineering,Delta TechOps,CC-MNT-310,VP Maintenance,Approved,2023-07-14 14:45:00
3305,2023-07-14,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Pratt & Whitney Services,1825087.75,Maintenance & Engineering,Pratt & Whitney Services,CC-MNT-310,Director Engineering,Approved,2023-07-14 12:30:00
3306,2023-07-14,Airport Operations,Landing Fees,Landing Fees - Dallas/Fort Worth DFW,2307629.43,Airport Operations,Dallas/Fort Worth DFW,CC-AIR-410,Director Stations,Approved,2023-07-14 14:45:00
3307,2023-07-14,Airport Operations,Ground Handling,Ground Handling - Menzies Aviation,897411.44,Airport Operations,Menzies Aviation,CC-AIR-410,VP Airports,Paid,2023-07-14 14:45:00
3308,2023-07-14,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - SMBC Aviation Capital,4091549.41,Fleet Management,SMBC Aviation Capital,CC-FLT-120,VP Fleet,Paid,2023-07-14 16:20:00
3309,2023-07-14,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Amadeus,1215934.05,Commercial & Marketing,Amadeus,CC-COM-510,Director Revenue Mgmt,Approved,2023-07-14 10:15:00
3310,2023-07-14,Sales & Distribution,Credit Card Processing,Credit Card Processing - Mastercard Merchant Services,745249.9,Commercial & Marketing,Mastercard Merchant Services,CC-COM-510,Director Revenue Mgmt,Approved,2023-07-14 14:45:00
3311,2023-07-14,In-flight Services,Catering,Catering - Gate Gourmet,1350866.75,Customer Experience,Gate Gourmet,CC-CAB-610,VP Customer Experience,Approved,2023-07-14 14:45:00
3312,2023-07-14,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - AIG Aviation,923651.35,Finance & Accounting,AIG Aviation,CC-FIN-710,Controller,Approved,2023-07-14 12:30:00
3313,2023-07-14,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2336679.87,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2023-07-14 12:30:00
3314,2023-07-14,General & Admin,IT & Communications,IT & Communications - AT&T Business,415926.64,Corporate Services,AT&T Business,CC-COR-810,VP Corporate Services,Approved,2023-07-14 14:45:00
3315,2023-07-14,General & Admin,Utilities & Facilities,Utilities & Facilities - JLL,313769.22,Corporate Services,JLL,CC-COR-810,Director Procurement,Paid,2023-07-14 16:20:00
3316,2023-07-15,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,2928382.13,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Approved,2023-07-15 10:15:00
3317,2023-07-15,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,11473270.12,Flight Operations,World Fuel Services,CC-FLT-110,Chief Pilot,Paid,2023-07-15 14:45:00
3318,2023-07-15,Fuel,Into-Plane Services,Into-Plane Services - Swissport Fueling,1963861.67,Flight Operations,Swissport Fueling,CC-FLT-110,Chief Pilot,Approved,2023-07-15 14:45:00
3319,2023-07-15,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,8005232.01,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Approved,2023-07-15 16:20:00
3320,2023-07-15,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6895002.25,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2023-07-15 16:20:00
3321,2023-07-15,Maintenance,Line Maintenance,Line Maintenance - Lufthansa Technik,2553341.94,Maintenance & Engineering,Lufthansa Technik,CC-MNT-310,Director Engineering,Approved,2023-07-15 16:20:00
3322,2023-07-15,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Rolls-Royce TotalCare,1848971.75,Maintenance & Engineering,Rolls-Royce TotalCare,CC-MNT-310,Director Engineering,Paid,2023-07-15 16:20:00
3323,2023-07-15,Airport Operations,Landing Fees,Landing Fees - Atlanta ATL,2747422.15,Airport Operations,Atlanta ATL,CC-AIR-410,VP Airports,Paid,2023-07-15 10:15:00
3324,2023-07-15,Airport Operations,Ground Handling,Ground Handling - dnata,1068441.95,Airport Operations,dnata,CC-AIR-410,VP Airports,Approved,2023-07-15 12:30:00
3325,2023-07-15,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - Avolon,3720834.68,Fleet Management,Avolon,CC-FLT-120,Treasury Director,Paid,2023-07-15 10:15:00
3326,2023-07-15,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Sabre Travel Network,1370115.51,Commercial & Marketing,Sabre Travel Network,CC-COM-510,Director Revenue Mgmt,Paid,2023-07-15 10:15:00
3327,2023-07-15,Sales & Distribution,Credit Card Processing,Credit Card Processing - Visa Merchant Services,839748.22,Commercial & Marketing,Visa Merchant Services,CC-COM-510,Director Revenue Mgmt,Paid,2023-07-15 10:15:00
3328,2023-07-15,In-flight Services,Catering,Catering - LSG Sky Chefs,1537284.4,Customer Experience,LSG Sky Chefs,CC-CAB-610,VP Customer Experience,Approved,2023-07-15 14:45:00
3329,2023-07-15,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - AIG Aviation,943209.49,Finance & Accounting,AIG Aviation,CC-FIN-710,Controller,Pending,2023-07-15 10:15:00
3330,2023-07-15,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2406676.42,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2023-07-15 14:45:00
3331,2023-07-15,General & Admin,IT & Communications,IT & Communications - AT&T Business,515971.5,Corporate Services,AT&T Business,CC-COR-810,Director Procurement,Approved,2023-07-15 12:30:00
3332,2023-07-15,General & Admin,Utilities & Facilities,Utilities & Facilities - CBRE,389241.65,Corporate Services,CBRE,CC-COR-810,Director Procurement,Paid,2023-07-15 14:45:00
3333,2023-07-16,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,6461351.85,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Paid,2023-07-16 14:45:00
3334,2023-07-16,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,7789814.12,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Approved,2023-07-16 14:45:00
3335,2023-07-16,Fuel,Into-Plane Services,Into-Plane Services - Signature Aviation,1943340.81,Flight Operations,Signature Aviation,CC-FLT-110,Chief Pilot,Paid,2023-07-16 12:30:00
3336,2023-07-16,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,7890252.72,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Approved,2023-07-16 12:30:00
3337,2023-07-16,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6542970.11,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2023-07-16 10:15:00
3338,2023-07-16,Maintenance,Line Maintenance,Line Maintenance - Lufthansa Technik,2628842.81,Maintenance & Engineering,Lufthansa Technik,CC-MNT-310,Director Engineering,Approved,2023-07-16 16:20:00
3339,2023-07-16,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Rolls-Royce TotalCare,1903644.79,Maintenance & Engineering,Rolls-Royce TotalCare,CC-MNT-310,VP Maintenance,Paid,2023-07-16 12:30:00
3340,2023-07-16,Airport Operations,Landing Fees,Landing Fees - Los Angeles LAX,2547583.62,Airport Operations,Los Angeles LAX,CC-AIR-410,Director Stations,Approved,2023-07-16 16:20:00
3341,2023-07-16,Airport Operations,Ground Handling,Ground Handling - Menzies Aviation,990726.96,Airport Operations,Menzies Aviation,CC-AIR-410,VP Airports,Pending,2023-07-16 14:45:00
3342,2023-07-16,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - AerCap,4076905.66,Fleet Management,AerCap,CC-FLT-120,VP Fleet,Approved,2023-07-16 14:45:00
3343,2023-07-16,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Travelport,1210207.08,Commercial & Marketing,Travelport,CC-COM-510,Director Revenue Mgmt,Paid,2023-07-16 12:30:00
3344,2023-07-16,Sales & Distribution,Credit Card Processing,Credit Card Processing - Visa Merchant Services,741739.83,Commercial & Marketing,Visa Merchant Services,CC-COM-510,Chief Commercial Officer,Approved,2023-07-16 10:15:00
3345,2023-07-16,In-flight Services,Catering,Catering - dnata Catering,1400679.03,Customer Experience,dnata Catering,CC-CAB-610,Cabin Services Director,Paid,2023-07-16 12:30:00
3346,2023-07-16,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Marsh Aviation,817428.23,Finance & Accounting,Marsh Aviation,CC-FIN-710,Controller,Approved,2023-07-16 16:20:00
3347,2023-07-16,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2511910.75,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2023-07-16 10:15:00
3348,2023-07-16,General & Admin,IT & Communications,IT & Communications - AT&T Business,623681.8,Corporate Services,AT&T Business,CC-COR-810,Director Procurement,Paid,2023-07-16 10:15:00
3349,2023-07-16,General & Admin,Utilities & Facilities,Utilities & Facilities - CBRE,470496.8,Corporate Services,CBRE,CC-COR-810,VP Corporate Services,Approved,2023-07-16 10:15:00
3350,2023-07-17,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,1745300.21,Flight Operations,Chevron Aviation,CC-FLT-110,VP Flight Ops,Approved,2023-07-17 14:45:00
3351,2023-07-17,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,10073330.05,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Approved,2023-07-17 12:30:00
3352,2023-07-17,Fuel,Into-Plane Services,Into-Plane Services - Menzies Aviation,1611631.4,Flight Operations,Menzies Aviation,CC-FLT-110,VP Flight Ops,Approved,2023-07-17 12:30:00
3353,2023-07-17,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,6560377.85,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Approved,2023-07-17 10:15:00
3354,2023-07-17,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,5449744.28,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2023-07-17 12:30:00
3355,2023-07-17,Maintenance,Line Maintenance,Line Maintenance - Delta TechOps,2241725.04,Maintenance & Engineering,Delta TechOps,CC-MNT-310,VP Maintenance,Paid,2023-07-17 16:20:00
3356,2023-07-17,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Rolls-Royce TotalCare,1623318.14,Maintenance & Engineering,Rolls-Royce TotalCare,CC-MNT-310,Director Engineering,Paid,2023-07-17 14:45:00
3357,2023-07-17,Airport Operations,Landing Fees,Landing Fees - Los Angeles LAX,2268160.63,Airport Operations,Los Angeles LAX,CC-AIR-410,Director Stations,Approved,2023-07-17 12:30:00
3358,2023-07-17,Airport Operations,Ground Handling,Ground Handling - Menzies Aviation,882062.47,Airport Operations,Menzies Aviation,CC-AIR-410,Director Stations,Approved,2023-07-17 12:30:00
3359,2023-07-17,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - Avolon,3509232.62,Fleet Management,Avolon,CC-FLT-120,VP Fleet,Paid,2023-07-17 12:30:00
3360,2023-07-17,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Amadeus,1131975.8,Commercial & Marketing,Amadeus,CC-COM-510,Director Revenue Mgmt,Approved,2023-07-17 10:15:00
3361,2023-07-17,Sales & Distribution,Credit Card Processing,Credit Card Processing - Mastercard Merchant Services,693791.62,Commercial & Marketing,Mastercard Merchant Services,CC-COM-510,Chief Commercial Officer,Paid,2023-07-17 12:30:00
3362,2023-07-17,In-flight Services,Catering,Catering - Gate Gourmet,1394092.37,Customer Experience,Gate Gourmet,CC-CAB-610,Cabin Services Director,Approved,2023-07-17 10:15:00
3363,2023-07-17,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Allianz Global Corporate & Specialty,817095.54,Finance & Accounting,Allianz Global Corporate & Specialty,CC-FIN-710,Controller,Approved,2023-07-17 16:20:00
3364,2023-07-17,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2087607.25,Finance & Accounting,Fixed Asset Register,CC-FIN-720,CFO,Approved,2023-07-17 10:15:00
3365,2023-07-17,General & Admin,IT & Communications,IT & Communications - AT&T Business,343971.91,Corporate Services,AT&T Business,CC-COR-810,Director Procurement,Approved,2023-07-17 10:15:00
3366,2023-07-17,General & Admin,Utilities & Facilities,Utilities & Facilities - CBRE,259487.59,Corporate Services,CBRE,CC-COR-810,Director Procurement,Paid,2023-07-17 12:30:00
3367,2023-07-18,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,8874139.78,Flight Operations,Chevron Aviation,CC-FLT-110,VP Flight Ops,Paid,2023-07-18 10:15:00
3368,2023-07-18,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,4602244.51,Flight Operations,World Fuel Services,CC-FLT-110,Chief Pilot,Approved,2023-07-18 10:15:00
3369,2023-07-18,Fuel,Into-Plane Services,Into-Plane Services - Signature Aviation,1837688.77,Flight Operations,Signature Aviation,CC-FLT-110,Chief Pilot,Approved,2023-07-18 12:30:00
3370,2023-07-18,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,6642419.72,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Paid,2023-07-18 14:45:00
3371,2023-07-18,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6237089.13,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2023-07-18 16:20:00
3372,2023-07-18,Maintenance,Line Maintenance,Line Maintenance - AAR Corp,2239890.15,Maintenance & Engineering,AAR Corp,CC-MNT-310,Director Engineering,Paid,2023-07-18 10:15:00
3373,2023-07-18,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Rolls-Royce TotalCare,1621989.42,Maintenance & Engineering,Rolls-Royce TotalCare,CC-MNT-310,Director Engineering,Paid,2023-07-18 10:15:00
3374,2023-07-18,Airport Operations,Landing Fees,Landing Fees - Denver DEN,2395188.14,Airport Operations,Denver DEN,CC-AIR-410,VP Airports,Approved,2023-07-18 12:30:00
3375,2023-07-18,Airport Operations,Ground Handling,Ground Handling - dnata,931462.06,Airport Operations,dnata,CC-AIR-410,VP Airports,Approved,2023-07-18 12:30:00
3376,2023-07-18,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - AerCap,3570834.01,Fleet Management,AerCap,CC-FLT-120,VP Fleet,Paid,2023-07-18 16:20:00
3377,2023-07-18,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Travelport,1182207.09,Commercial & Marketing,Travelport,CC-COM-510,Chief Commercial Officer,Approved,2023-07-18 10:15:00
3378,2023-07-18,Sales & Distribution,Credit Card Processing,Credit Card Processing - Visa Merchant Services,724578.54,Commercial & Marketing,Visa Merchant Services,CC-COM-510,Director Revenue Mgmt,Paid,2023-07-18 16:20:00
3379,2023-07-18,In-flight Services,Catering,Catering - dnata Catering,1342986.69,Customer Experience,dnata Catering,CC-CAB-610,Cabin Services Director,Approved,2023-07-18 14:45:00
3380,2023-07-18,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - AIG Aviation,883319.67,Finance & Accounting,AIG Aviation,CC-FIN-710,CFO,Approved,2023-07-18 12:30:00
